"id","age","checking_status","class","credit_amount","duration","employment","existing_credits","feat01","feat02","feat03","feat04","feat05","feat06","feat07","feat08","feat09","feat10","foreign_worker","installment_commitment","job","num_dependents","own_telephone","residence_since","savings_status","sex","credit_history_critical/other existing credit","credit_history_delayed previously","credit_history_existing paid","credit_history_no credits/all paid","housing_own","housing_rent","other_parties_guarantor","other_parties_none","other_payment_plans_none","other_payment_plans_stores","property_magnitude_life insurance","property_magnitude_no known property","property_magnitude_real estate","purpose_domestic appliance","purpose_education","purpose_furniture/equipment","purpose_new car","purpose_other","purpose_radio/tv","purpose_repairs","purpose_retraining","purpose_used car","marital_status_div/sep","marital_status_mar/wid","marital_status_single"
29,31,1,1,3134,10,2,1,0.300212357631721,0.497956696082738,1.20950634861041,0.955048316003138,0.392052606981683,0.945319577193915,0.968906458811054,0.681186521463618,0.825344679586062,0.567633186327459,1,1,3,1,0,4,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,50,1,1,1212,6,3,1,0.325560446313487,0.497090238848353,1.11667836141443,1.24854657649394,0.764576638588851,0.980999080518183,1.29473888646093,1.17627505604412,1.40386481613324,0.660086804187127,1,2,3,1,0,4,4,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,55,3,1,9526,42,1,1,0.292191418737083,0.571047181815429,0.682823747194609,1.12443788755471,1.01437113447118,0.808357012256292,0.892649375997892,0.665176255483965,1.27180975752631,0.302929563785502,1,1,4,1,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
32,26,4,1,2416,15,4,1,0.435180605127291,0.608642854993547,0.845598388377331,0.766078828634607,1.59773585213421,1.33038251753765,0.726672976197306,1.0984499917697,0.984758170949793,0.599033204115754,1,2,3,1,1,4,2,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,21,2,0,1802,24,3,1,0.682919411831014,0.702394420540898,1.62512685811132,0.593069233662955,1.19551859795947,0.856235415183444,0.87579915373439,1.6866093175923,1.07513473494151,0.727447704897499,1,2,2,2,0,4,2,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
39,54,2,1,1466,12,5,1,0.215984263870912,0.558386954406106,1.25919320725822,1.31891902252234,1.12812277779539,0.79929610496715,0.689326481820513,1.05956699614314,1.2426657735469,0.69139107869942,1,4,3,1,0,3,2,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
40,53,1,1,2781,24,5,1,0.537272422569936,0.487735806620825,1.17832563692481,1.50776910798437,1.06211943093627,1.05180487059819,0.642828267894965,0.273833365550972,1.03364311039082,0.396090925482092,1,3,3,1,0,4,4,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,42,2,1,2609,12,3,1,0.562398695290801,0.46145176384617,0.963029708847563,1.15246643166784,1.14115191531674,1.01619927106081,1.55321782495314,0.779691564585623,1.04208810051982,0.421696283180472,1,2,3,1,0,1,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
43,28,3,0,5255,30,1,2,0.517079913884624,0.461635325002093,0.890664323508366,0.681663954645996,0.780538965194316,1.46950767328579,1.03361889999482,1.44724758776103,1.27517927068058,0.477101119809349,1,4,4,1,0,2,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
44,34,1,1,2695,12,5,2,0.539537586798258,0.49369688088252,1.50654608559233,1.40157878805071,0.824844069475863,0.81321232394414,0.366275062557211,1.27016323267593,1.50114771510702,0.681724881930422,1,2,3,1,0,4,2,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
45,22,2,1,2386,24,3,1,0.482189776135095,0.579675727597446,1.38792221854228,0.57399961048172,0.701790718598392,1.09876901843128,1.13583817688607,0.840979804899475,0.737062444957318,0.691910362313106,1,4,3,1,1,4,4,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
46,34,3,1,3201,12,2,1,0.197082808866047,0.68041568340649,0.870405487838475,0.608946326855975,1.21965424396724,1.43524954461624,0.53934089972009,0.773235253311195,0.798646098621372,0.515419899692361,1,3,4,1,0,1,2,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
47,34,3,1,5858,36,3,2,0.498185894937344,0.585654204566832,0.660882175879929,0.979443424918801,0.838153505651923,0.78193824373677,1.26553520815275,1.21286126994425,0.946152861984391,0.490849857785019,1,3,3,1,1,4,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
48,34,2,0,11791,30,2,1,0.683098148681403,0.448780204140367,1.47154317239448,0.817369935065879,1.02435097251667,1.21712592552549,1.31819192513459,1.10833036964489,0.512085260801037,0.548516449506264,1,1,2,1,1,1,2,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
49,31,2,0,6721,48,3,1,0.405215702542027,0.386629995207072,0.891130837567194,1.36032097769957,0.563398200331159,1.08207299606961,0.686021493610092,1.06998925101522,0.778470345088852,0.384135368682545,1,3,3,1,1,2,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,35,1,1,1180,12,3,2,0.511482528259352,0.601004093861888,1.43312755736795,1.40564477138313,0.887165712821147,1.05883161530136,1.16156208888561,0.636848925399858,1.01192736249749,0.555851599930801,1,4,3,1,0,2,2,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,22,1,1,1528,12,2,2,0.487853835818033,0.567342894214992,1.12325485838193,0.687415297484353,1.44676385469758,1.43017650184032,0.785970203992447,0.950986783244389,0.595626682479386,0.529801077600348,1,2,2,1,0,4,2,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,25,1,1,1425,22,4,1,0.419052945562685,0.370555492203807,1.22567873978784,1.26741717411984,0.427237051112619,1.35339940232472,1.19708455401378,1.22974021932357,0.542205931731501,0.587720597994114,1,4,3,1,0,4,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,33,4,1,1319,12,2,1,0.328182758703406,0.452305258657816,1.47708094728142,1.02668951808405,1.07122428093019,0.516631717504845,1.45408379845153,0.481270266257319,1.68454575530588,0.54210510790771,1,4,4,1,1,1,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,25,2,1,1410,15,3,2,0.568574098614258,0.587497390033835,0.568356903801139,0.731741132523598,1.16044659104858,0.419234329488382,0.644735442733846,0.970963372842818,0.636085194534269,0.531026487946624,1,4,3,1,0,3,2,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55,36,1,1,1323,12,4,1,0.355722226274354,0.728796251151641,0.683448270287092,0.751864673526211,1.1931510316425,0.80660777039207,0.985703909792745,1.2422620473006,0.612852037859027,0.38364826498916,1,2,3,1,1,4,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,26,1,1,3202,33,3,2,0.448809672405052,0.761020802818582,0.911876891793156,0.654837022156205,0.398533286163262,0.871436539554364,1.10460079045299,0.779267602042838,1.58090828121755,0.42579874682583,1,2,3,1,1,2,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,29,3,1,3354,24,2,1,0.378728996137725,0.561287605751694,0.894881293371048,0.845904518260907,1.52895950292872,1.18006044134228,1.13186982968981,0.511830840421475,1.36363898572929,0.344785532591269,1,2,3,1,0,1,3,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
59,30,1,0,2019,18,3,2,0.411015451907271,0.519366347880695,1.50846439196591,1.05104011998852,0.508271043335662,1.31952729022258,0.634849144118662,1.10413770634196,0.842685348461959,0.28103537068312,1,4,3,1,0,2,3,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
60,64,3,1,250,6,3,1,0.566672966400714,0.358323971486466,0.476096940369388,1.0623706544262,0.743531902115922,1.50899585912241,1.37694364036728,0.894239245211093,1.08143571789214,0.796487902127554,1,2,3,1,0,3,2,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
61,27,3,1,9462,60,3,1,0.370808969817439,0.58634558940271,1.07098493872227,1.50149437404636,0.625250282361268,0.577920553258682,1.47339574020653,0.909554624345073,1.61463039107143,0.730857570902645,1,2,4,1,0,2,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
62,25,3,0,884,15,3,1,0.419709439552521,0.381124224211009,1.39587160040837,0.877656154277502,0.614696478181004,0.866993795482223,0.802850132108818,1.03864667008362,1.07391593917764,0.473376790073661,1,2,3,1,0,2,3,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
63,55,2,0,6721,24,2,1,0.383310002898124,0.633839727953023,1.33540238956942,1.03931805833266,1.19828950962131,0.855432656862618,1.60252607807041,1.25261963168773,1.69016818636781,0.333407949994192,1,2,3,1,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
64,40,1,1,560,10,4,1,0.206814746459394,0.632300566093184,1.23145053717218,1.45198582901316,0.938629911972942,1.60152594878734,0.884113209081058,1.33874360794586,0.563520970874504,0.922892146772168,1,4,3,1,1,3,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65,42,2,0,3814,36,5,1,0.562063372232165,0.595558815569423,0.634650640917278,0.854408676951685,0.587925372005734,0.939825993676966,1.12385386541753,0.469715471499773,0.355641528592344,0.475895346949669,1,4,3,2,0,2,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
66,39,2,0,10280,48,4,3,0.403717982119343,0.612539926108858,0.720156780041977,0.748709542414595,0.297960928060612,1.02746146558255,0.999376784897629,0.938625649585194,1.18594311006054,0.457831026699649,1,4,3,2,1,4,2,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
68,30,2,1,1981,21,5,2,0.496163946199842,0.750219987947145,1.41470456642688,0.967213376599526,1.12352422355635,1.39971853338158,0.577453940201645,0.9674002873351,0.638775776355503,0.408087975811245,1,4,3,1,1,3,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
69,35,1,1,5563,36,5,2,0.479485551495484,0.605367468608899,0.589520710384401,0.928014225979876,1.62727714261477,0.956788295073231,0.228701213081232,1.64179459052126,0.730808239987651,0.534043051807114,1,2,3,2,1,2,2,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
70,30,3,1,8085,48,2,2,0.49903986587956,0.641789939719776,1.10827344682385,0.78555213669189,1.00779786754332,0.679025884417737,1.21262245157527,1.21679742890532,1.29083824765897,0.395984177442343,1,1,3,1,0,1,4,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71,22,3,1,4207,30,2,1,0.507194870055495,0.517752033084819,0.943269297787389,0.580957097893229,0.900222732466381,0.876827299386774,1.15355701995942,0.996197408131478,0.447693082011267,0.485284141854471,1,2,3,1,0,1,2,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
72,34,1,1,1833,21,4,2,0.322720427352233,0.705473225351139,0.496325802471459,0.515668168118427,0.633783611506475,1.37275079208084,0.937251501731068,1.15768944318657,0.996922247270417,0.293085695658943,1,4,4,1,0,3,3,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
73,36,1,1,7151,30,4,2,0.728709913116918,0.464539991384561,1.19057616417279,0.989496377569071,1.27311551269469,1.08810942320879,0.664072453734998,1.01896225935559,0.521752736032878,0.693067141090227,1,2,3,1,0,3,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
74,25,3,1,1333,9,5,1,0.312355427940281,0.559843970365358,1.09103844684487,0.585293652534161,1.16037052507968,0.764473405610478,0.966862357478006,1.1315702095707,1.29937028093862,0.415050582790365,1,4,3,1,0,4,2,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
75,56,1,1,1495,6,2,1,0.635259064745399,0.586959747230232,0.613475104547641,1.37606699298374,0.891756076913772,0.670471058613933,0.242610637438162,1.17604631287871,0.614470540724397,0.340527020260014,1,1,3,1,0,2,2,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
78,52,1,1,2192,24,5,2,0.397004849768627,0.801549773777068,0.896860968492102,0.719044625440109,1.33368293074717,0.430733313755318,0.659708665877565,0.907054319963401,1.07934937776772,0.404161647747267,1,4,3,1,0,4,3,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
80,24,2,1,3156,24,3,1,0.386217036166645,0.623822720334498,1.16604196189292,1.29640384671454,1.04250336169156,0.95325274022842,1.23418956469969,0.666385625040081,1.18024563423843,0.410819710344138,1,2,2,1,0,2,2,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
81,26,4,0,3856,36,3,1,0.372032191256765,0.63976556847241,0.815997439411642,0.8094127079646,1.44970246483124,1.45456801698398,0.881301360192914,0.497714043876086,1.5662287819592,0.81528339680517,1,4,3,1,0,2,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
84,27,3,1,7466,60,3,1,0.241862453098812,0.790528769649064,0.489363954794969,1.18975462543552,0.338372135922831,1.23361237843048,0.397297098089922,1.23490340761993,1.16102167745678,0.695129454415052,1,1,2,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
85,33,2,0,983,15,5,2,0.62937887154814,0.231906753333994,0.924509489726332,1.10714070712063,0.594590098842912,0.816684721649574,0.9550428117442,0.938114072606632,1.03899218370291,0.241178498954834,1,4,3,2,0,3,2,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
86,48,2,1,2453,10,2,2,0.410416833049397,0.487565464494487,1.33476579565536,0.945178615662794,0.613522798660706,0.483280559629319,1.11835725072682,0.747181163938614,0.595446956541274,0.64086527045796,0,1,2,2,0,3,2,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
88,39,2,0,3205,24,5,1,0.626061745079684,0.641825355109944,0.119570585506022,0.518709017472106,0.724829527168707,0.906975512779964,1.04418431805988,1.18800222575506,1.34449593947432,0.649474665720874,1,4,4,1,1,2,2,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
89,36,2,0,7183,60,5,1,0.668415911308289,0.773746410275541,0.835165520230749,1.35670259843309,1.04173508348085,0.965426081355743,0.993889140523501,0.51037738013848,0.339223075175148,0.510449716746438,1,4,3,1,0,4,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
90,30,1,1,2542,30,5,1,0.631521461002871,0.582676984835818,1.03162251197804,1.06391548684798,0.654327464217018,0.294568311212318,0.49447969674179,1.14942475486452,0.198061438141213,0.537037826008497,1,4,4,1,0,2,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
91,25,2,0,7826,36,3,2,0.37080816247163,0.569323977804446,0.860520223262832,0.595023409553324,1.45152590997995,1.65328747125845,0.780993601786987,1.37968257229642,0.777427736842298,0.613834027145983,1,3,4,1,1,2,2,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
93,25,1,1,5611,24,3,1,0.568422038131782,0.754152824933827,0.743682806814769,1.4663099637009,1.13356977559259,0.977320583334497,1.56610521501787,0.656821404138023,0.740481407798935,0.49251410518912,1,4,3,1,0,1,3,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
94,21,1,0,2580,27,3,1,0.546317492057485,0.560717230426598,0.928883578814687,1.22562848596617,0.634779661063369,1.36237865924258,1.14215187753943,1.1741767693842,1.28140990868084,0.370459332636646,1,3,3,1,0,3,2,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
95,33,1,1,3018,9,3,2,0.473877276839872,0.706693522302955,1.37275123539838,1.34967851397742,0.742840448840034,1.45707225484978,1.06570049322745,1.02369619722785,1.19911446943643,0.490526359495004,1,1,3,2,0,2,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
96,50,4,1,1030,6,3,1,0.527629904608217,0.445463394076839,0.920242856616608,0.817531552454947,1.24710183148986,0.706027191982375,0.780478583139706,0.948196026643087,0.60185178795586,0.390509233204582,1,2,2,1,0,4,2,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
98,46,2,0,6229,48,5,2,0.332559328303537,0.579607515492966,0.899714990553477,1.00323417459094,0.824579276217587,1.41510353087803,0.637017192093479,0.883131823082133,0.929941641393802,0.556720073753304,1,4,3,1,1,4,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
99,35,1,1,1607,12,3,2,0.556133029046487,0.327800897511157,1.67022595774177,0.765476081757525,0.883285226993288,1.09642134057778,1.30527185871634,0.98742955882263,0.372383161533933,0.452436131668812,1,4,3,1,0,2,2,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,32,1,1,2996,10,3,1,0.582387312143723,0.695054297318267,0.864953359662044,1.13429881059326,0.804597835788112,1.27626245612092,1.05036365429253,1.3003580428682,0.996125234374002,0.410625793664472,1,1,3,2,0,2,3,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
101,25,1,1,894,24,4,1,0.388710789541408,0.452180481246573,1.02619022547573,0.4782934640089,1.14160466339251,1.09301241851348,0.468439515931588,0.884572265488021,1.23337117034443,0.404457194065412,1,4,3,1,1,1,2,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105,27,1,0,8835,24,2,2,0.412719343099867,0.497869982305058,1.34818574812863,0.444237138643728,0.487594017907138,0.676764586094132,0.840129521454104,0.542944813337008,1.24496369150096,0.581508771329325,1,2,3,1,1,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,24,2,1,2932,24,3,1,0.330831004054839,0.580961154964925,1.57185116657927,0.672589270011599,0.897476920398998,1.09178550905052,0.854449220878046,1.06242201190969,1.30726509564179,0.913657264356187,1,2,2,1,0,2,2,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
