"","id","age","checking_status","class","credit_amount","duration","employment","existing_credits","feat01","feat02","feat03","feat04","feat05","feat06","feat07","feat08","feat09","feat10","foreign_worker","installment_commitment","job","num_dependents","own_telephone","residence_since","savings_status","sex","credit_history_critical/other existing credit","credit_history_delayed previously","credit_history_existing paid","credit_history_no credits/all paid","housing_own","housing_rent","other_parties_guarantor","other_parties_none","other_payment_plans_none","other_payment_plans_stores","property_magnitude_life insurance","property_magnitude_no known property","property_magnitude_real estate","purpose_domestic appliance","purpose_education","purpose_furniture/equipment","purpose_new car","purpose_other","purpose_radio/tv","purpose_repairs","purpose_retraining","purpose_used car","marital_status_div/sep","marital_status_mar/wid","marital_status_single"
"11",11,32,1,1,1617,18,3,1,0.625625682242312,0.64449139348469,0.938017743748518,0.985322793771974,1.34427381130332,1.05434931464453,1.32924735404093,1.40746914051846,1.14510410885204,0.581451944617808,1,4,4,1,1,2,2,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"12",12,44,1,0,5969,24,2,2,0.330641151306318,0.742314040380446,1.38208285845187,0.562992067725045,1.13600534881591,1.25016798225926,1.46291032574326,1.01491483815437,1.33517324633544,0.371212340394613,1,1,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"13",13,21,1,1,15824,60,4,2,0.253096362205859,0.595797228823551,1.1643141786105,0.751932763052218,0.908681071899767,0.774386686935955,0.922293805161941,0.760692935761682,1.17791563489403,0.445077361978472,1,2,3,1,1,4,2,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"14",14,35,1,1,2488,24,5,1,0.66185276907943,0.678998661050044,1.2332325384834,0.704108364315425,1.5469345615959,1.00459596901882,0.610818163671791,0.750570290881801,1.10124763011442,0.444215449964696,1,4,4,1,1,4,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"15",15,61,1,1,1695,12,4,1,0.608948224212719,0.573088981179819,1.46650894031701,1.42773820262673,0.767981603528831,0.605632850287795,1.04587293629532,1.39573812995386,1.04100127459693,0.35308932555176,1,4,3,1,0,2,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"16",16,40,1,1,1700,24,4,2,0.501248013869831,0.539362800545395,0.693827745437499,1.0924134844261,0.531194292683167,0.858880706842631,0.649248087760088,0.793062735214492,0.862997720150963,0.544821116244552,1,4,3,1,0,3,2,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"17",17,23,3,1,1410,15,2,1,0.287950768880816,0.684011692873497,1.22787723492937,1.60846776213319,1.25336979281803,0.653239547148187,1.28491301214516,0.681118537860164,1.03980000491646,0.35229098228399,1,4,3,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"18",18,24,2,1,1835,24,2,1,0.380798442332888,0.476634985520923,0.954283359349505,1.27376143112738,0.93405114335168,1.60672196083701,0.839316414263434,1.30792589784412,0.655474402941637,0.238108798577604,0,4,2,1,0,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"19",19,50,1,1,1610,12,3,1,0.466578386021609,0.687352751235221,0.69914260870528,0.686560417228505,0.953314821508545,0.720248840189884,1.31618739007774,0.782787774421774,1.01486622426463,0.380618543457527,1,4,3,1,0,2,2,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"20",20,23,1,1,2552,21,2,1,0.396498544520347,0.570290742636338,1.14718815340019,0.506635955532496,0.91373017746697,0.622458483061268,0.914977187357066,1.00855969701804,1.16692846636297,0.690768932759132,1,4,3,1,1,4,2,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"21",21,40,1,1,1490,24,4,2,0.718715573880126,0.594658087666998,0.458735492829356,1.11845097472697,0.822003042759171,1.01257179130379,0.609951968311303,0.695964054743924,0.371739702492868,0.50990579352267,1,4,3,1,0,3,2,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"22",22,25,2,1,1299,15,3,2,0.338982164099928,0.683372154101735,0.983741615871278,1.22444632139732,1.15654724561923,1.05198409246828,1.38565652961971,0.837389361461481,1.33412699607038,0.711854095489966,1,2,3,1,0,3,2,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"23",23,28,2,1,3477,24,3,1,0.274527679358474,0.612981815666286,1.34141071960689,1.32403971701537,1.00294236184233,0.779001519237294,1.05384104646872,1.05082278525361,1.64954671059173,0.220830157973903,1,2,3,1,0,4,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"24",24,50,3,0,2781,36,3,1,0.574126361890478,0.457115409426595,1.256242393522,0.546036874743876,1.02780791426065,0.779898341418083,0.654304669017626,0.414554655707957,1.61213377860189,0.820860823789125,1,4,3,1,0,4,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"25",25,45,2,0,2073,24,5,1,0.52318712145904,0.490518521096038,0.882552587764842,1.27786984426236,0.817673677227528,1.6336633271875,0.578872112193949,0.634312583037883,1.33746389874959,0.427775734635067,1,4,3,1,0,1,2,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"26",26,30,1,1,885,18,2,2,0.525737999553794,0.475827964482876,1.26575024290213,0.829330394697568,0.654915161857422,0.607395854569131,1.30409537870025,0.370127198122512,0.636356666048854,0.602259070461233,1,4,3,1,0,1,2,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"27",27,57,3,0,14184,36,5,1,0.526282452665844,0.592926239225138,1.05240944482094,1.49396793268396,0.103707662384537,1.33124342495799,0.771523923834488,0.710948112211478,0.981840882031299,0.668732959989288,1,4,4,1,1,2,2,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"28",28,38,3,1,1254,15,5,2,0.56957590923244,0.473181544735624,1.47761689773415,0.356198236620617,0.616068564813668,1.21064839804089,0.683276681258814,1.09627134414405,0.774472249803268,0.59462694315547,1,4,2,1,0,4,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"29",29,31,1,1,3134,10,2,1,0.300212357631721,0.497956696082738,1.20950634861041,0.955048316003138,0.392052606981683,0.945319577193915,0.968906458811054,0.681186521463618,0.825344679586062,0.567633186327459,1,1,3,1,0,4,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"30",30,50,1,1,1212,6,3,1,0.325560446313487,0.497090238848353,1.11667836141443,1.24854657649394,0.764576638588851,0.980999080518183,1.29473888646093,1.17627505604412,1.40386481613324,0.660086804187127,1,2,3,1,0,4,4,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"31",31,55,3,1,9526,42,1,1,0.292191418737083,0.571047181815429,0.682823747194609,1.12443788755471,1.01437113447118,0.808357012256292,0.892649375997892,0.665176255483965,1.27180975752631,0.302929563785502,1,1,4,1,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
"32",32,26,4,1,2416,15,4,1,0.435180605127291,0.608642854993547,0.845598388377331,0.766078828634607,1.59773585213421,1.33038251753765,0.726672976197306,1.0984499917697,0.984758170949793,0.599033204115754,1,2,3,1,1,4,2,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"33",33,44,1,0,5853,24,2,2,0.397085740380617,0.467405099598612,1.39335628649457,1.3289375530301,1.01822851027558,0.734019932050096,0.870605913492616,1.44675492569439,0.662489829785464,0.439102082241146,1,1,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"34",34,28,1,1,1636,24,4,1,0.568662890600273,0.610055684010129,0.631859440362104,0.961161132197971,0.661703822629712,1.14202029966185,0.685329637616236,1.45526596062194,1.13771317865539,0.473788675661621,1,4,3,1,0,1,4,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"35",35,26,3,1,895,8,2,1,0.527217491238067,0.630165895087971,0.553805386597028,1.11763396823049,1.02563203424579,0.984188576721835,0.720592730062824,1.30354785553156,1.153765489376,0.647063350515085,1,3,3,1,1,2,2,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"36",36,36,3,1,2647,24,5,1,0.293158821743906,0.612295741280832,1.0176842120298,0.737322479014996,0.809700389484085,1.240174294352,1.27993223353407,1.12883526575729,0.402756007490511,0.494112667017294,1,4,3,1,1,4,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
"37",37,38,2,1,2364,12,3,2,0.376805500185538,0.641702297435431,1.10496857774538,1.02789893746053,1.12035487395625,1.19623333204208,0.39171461092293,0.664836232023086,1.36378490072856,0.464539545073661,0,4,2,1,0,4,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"38",38,21,2,0,1802,24,3,1,0.682919411831014,0.702394420540898,1.62512685811132,0.593069233662955,1.19551859795947,0.856235415183444,0.87579915373439,1.6866093175923,1.07513473494151,0.727447704897499,1,2,2,2,0,4,2,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"39",39,54,2,1,1466,12,5,1,0.215984263870912,0.558386954406106,1.25919320725822,1.31891902252234,1.12812277779539,0.79929610496715,0.689326481820513,1.05956699614314,1.2426657735469,0.69139107869942,1,4,3,1,0,3,2,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"40",40,53,1,1,2781,24,5,1,0.537272422569936,0.487735806620825,1.17832563692481,1.50776910798437,1.06211943093627,1.05180487059819,0.642828267894965,0.273833365550972,1.03364311039082,0.396090925482092,1,3,3,1,0,4,4,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"41",41,29,2,0,6962,36,3,1,0.480395450823835,0.382536217849104,0.994412915378876,0.595589048466423,0.87378856911377,1.3720671517777,1.49199899701151,1.21303159942041,1.34391890965013,0.609231578879495,1,4,3,1,1,3,2,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"42",42,42,2,1,2609,12,3,1,0.562398695290801,0.46145176384617,0.963029708847563,1.15246643166784,1.14115191531674,1.01619927106081,1.55321782495314,0.779691564585623,1.04208810051982,0.421696283180472,1,2,3,1,0,1,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"43",43,28,3,0,5255,30,1,2,0.517079913884624,0.461635325002093,0.890664323508366,0.681663954645996,0.780538965194316,1.46950767328579,1.03361889999482,1.44724758776103,1.27517927068058,0.477101119809349,1,4,4,1,0,2,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"44",44,34,1,1,2695,12,5,2,0.539537586798258,0.49369688088252,1.50654608559233,1.40157878805071,0.824844069475863,0.81321232394414,0.366275062557211,1.27016323267593,1.50114771510702,0.681724881930422,1,2,3,1,0,4,2,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"45",45,22,2,1,2386,24,3,1,0.482189776135095,0.579675727597446,1.38792221854228,0.57399961048172,0.701790718598392,1.09876901843128,1.13583817688607,0.840979804899475,0.737062444957318,0.691910362313106,1,4,3,1,1,4,4,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"46",46,34,3,1,3201,12,2,1,0.197082808866047,0.68041568340649,0.870405487838475,0.608946326855975,1.21965424396724,1.43524954461624,0.53934089972009,0.773235253311195,0.798646098621372,0.515419899692361,1,3,4,1,0,1,2,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"47",47,34,3,1,5858,36,3,2,0.498185894937344,0.585654204566832,0.660882175879929,0.979443424918801,0.838153505651923,0.78193824373677,1.26553520815275,1.21286126994425,0.946152861984391,0.490849857785019,1,3,3,1,1,4,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"48",48,34,2,0,11791,30,2,1,0.683098148681403,0.448780204140367,1.47154317239448,0.817369935065879,1.02435097251667,1.21712592552549,1.31819192513459,1.10833036964489,0.512085260801037,0.548516449506264,1,1,2,1,1,1,2,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"49",49,31,2,0,6721,48,3,1,0.405215702542027,0.386629995207072,0.891130837567194,1.36032097769957,0.563398200331159,1.08207299606961,0.686021493610092,1.06998925101522,0.778470345088852,0.384135368682545,1,3,3,1,1,2,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"50",50,35,1,1,1180,12,3,2,0.511482528259352,0.601004093861888,1.43312755736795,1.40564477138313,0.887165712821147,1.05883161530136,1.16156208888561,0.636848925399858,1.01192736249749,0.555851599930801,1,4,3,1,0,2,2,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"51",51,22,1,1,1528,12,2,2,0.487853835818033,0.567342894214992,1.12325485838193,0.687415297484353,1.44676385469758,1.43017650184032,0.785970203992447,0.950986783244389,0.595626682479386,0.529801077600348,1,2,2,1,0,4,2,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"52",52,25,1,1,1425,22,4,1,0.419052945562685,0.370555492203807,1.22567873978784,1.26741717411984,0.427237051112619,1.35339940232472,1.19708455401378,1.22974021932357,0.542205931731501,0.587720597994114,1,4,3,1,0,4,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"53",53,33,4,1,1319,12,2,1,0.328182758703406,0.452305258657816,1.47708094728142,1.02668951808405,1.07122428093019,0.516631717504845,1.45408379845153,0.481270266257319,1.68454575530588,0.54210510790771,1,4,4,1,1,1,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"54",54,25,2,1,1410,15,3,2,0.568574098614258,0.587497390033835,0.568356903801139,0.731741132523598,1.16044659104858,0.419234329488382,0.644735442733846,0.970963372842818,0.636085194534269,0.531026487946624,1,4,3,1,0,3,2,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"55",55,36,1,1,1323,12,4,1,0.355722226274354,0.728796251151641,0.683448270287092,0.751864673526211,1.1931510316425,0.80660777039207,0.985703909792745,1.2422620473006,0.612852037859027,0.38364826498916,1,2,3,1,1,4,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"56",56,26,1,1,3202,33,3,2,0.448809672405052,0.761020802818582,0.911876891793156,0.654837022156205,0.398533286163262,0.871436539554364,1.10460079045299,0.779267602042838,1.58090828121755,0.42579874682583,1,2,3,1,1,2,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",57,26,1,1,5620,27,4,2,0.568342111803968,0.804987010014704,1.06072511461376,1.21752637691994,1.20773907940134,1.05805371293939,0.738307754964434,1.07326811320505,1.68273809789964,0.636906649706556,1,3,3,1,0,4,2,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"58",58,29,3,1,3354,24,2,1,0.378728996137725,0.561287605751694,0.894881293371048,0.845904518260907,1.52895950292872,1.18006044134228,1.13186982968981,0.511830840421475,1.36363898572929,0.344785532591269,1,2,3,1,0,1,3,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"59",59,30,1,0,2019,18,3,2,0.411015451907271,0.519366347880695,1.50846439196591,1.05104011998852,0.508271043335662,1.31952729022258,0.634849144118662,1.10413770634196,0.842685348461959,0.28103537068312,1,4,3,1,0,2,3,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"60",60,64,3,1,250,6,3,1,0.566672966400714,0.358323971486466,0.476096940369388,1.0623706544262,0.743531902115922,1.50899585912241,1.37694364036728,0.894239245211093,1.08143571789214,0.796487902127554,1,2,3,1,0,3,2,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"61",61,27,3,1,9462,60,3,1,0.370808969817439,0.58634558940271,1.07098493872227,1.50149437404636,0.625250282361268,0.577920553258682,1.47339574020653,0.909554624345073,1.61463039107143,0.730857570902645,1,2,4,1,0,2,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"62",62,25,3,0,884,15,3,1,0.419709439552521,0.381124224211009,1.39587160040837,0.877656154277502,0.614696478181004,0.866993795482223,0.802850132108818,1.03864667008362,1.07391593917764,0.473376790073661,1,2,3,1,0,2,3,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"63",63,55,2,0,6721,24,2,1,0.383310002898124,0.633839727953023,1.33540238956942,1.03931805833266,1.19828950962131,0.855432656862618,1.60252607807041,1.25261963168773,1.69016818636781,0.333407949994192,1,2,3,1,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"64",64,40,1,1,560,10,4,1,0.206814746459394,0.632300566093184,1.23145053717218,1.45198582901316,0.938629911972942,1.60152594878734,0.884113209081058,1.33874360794586,0.563520970874504,0.922892146772168,1,4,3,1,1,3,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"65",65,42,2,0,3814,36,5,1,0.562063372232165,0.595558815569423,0.634650640917278,0.854408676951685,0.587925372005734,0.939825993676966,1.12385386541753,0.469715471499773,0.355641528592344,0.475895346949669,1,4,3,2,0,2,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"66",66,39,2,0,10280,48,4,3,0.403717982119343,0.612539926108858,0.720156780041977,0.748709542414595,0.297960928060612,1.02746146558255,0.999376784897629,0.938625649585194,1.18594311006054,0.457831026699649,1,4,3,2,1,4,2,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
"67",67,23,4,1,1115,10,2,1,0.449922432985678,0.571311596261325,1.00649463710771,1.25087605477942,0.736716216570376,0.632199568454749,1.07189161793431,0.944239666263732,0.44818075137029,0.55813510817577,1,4,3,1,0,2,2,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"68",68,30,2,1,1981,21,5,2,0.496163946199842,0.750219987947145,1.41470456642688,0.967213376599526,1.12352422355635,1.39971853338158,0.577453940201645,0.9674002873351,0.638775776355503,0.408087975811245,1,4,3,1,1,3,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"69",69,35,1,1,5563,36,5,2,0.479485551495484,0.605367468608899,0.589520710384401,0.928014225979876,1.62727714261477,0.956788295073231,0.228701213081232,1.64179459052126,0.730808239987651,0.534043051807114,1,2,3,2,1,2,2,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"70",70,30,3,1,8085,48,2,2,0.49903986587956,0.641789939719776,1.10827344682385,0.78555213669189,1.00779786754332,0.679025884417737,1.21262245157527,1.21679742890532,1.29083824765897,0.395984177442343,1,1,3,1,0,1,4,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"71",71,22,3,1,4207,30,2,1,0.507194870055495,0.517752033084819,0.943269297787389,0.580957097893229,0.900222732466381,0.876827299386774,1.15355701995942,0.996197408131478,0.447693082011267,0.485284141854471,1,2,3,1,0,1,2,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"72",72,34,1,1,1833,21,4,2,0.322720427352233,0.705473225351139,0.496325802471459,0.515668168118427,0.633783611506475,1.37275079208084,0.937251501731068,1.15768944318657,0.996922247270417,0.293085695658943,1,4,4,1,0,3,3,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"73",73,36,1,1,7151,30,4,2,0.728709913116918,0.464539991384561,1.19057616417279,0.989496377569071,1.27311551269469,1.08810942320879,0.664072453734998,1.01896225935559,0.521752736032878,0.693067141090227,1,2,3,1,0,3,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"74",74,25,3,1,1333,9,5,1,0.312355427940281,0.559843970365358,1.09103844684487,0.585293652534161,1.16037052507968,0.764473405610478,0.966862357478006,1.1315702095707,1.29937028093862,0.415050582790365,1,4,3,1,0,4,2,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"75",75,56,1,1,1495,6,2,1,0.635259064745399,0.586959747230232,0.613475104547641,1.37606699298374,0.891756076913772,0.670471058613933,0.242610637438162,1.17604631287871,0.614470540724397,0.340527020260014,1,1,3,1,0,2,2,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"76",76,31,2,0,3003,30,2,1,0.738432040167855,0.434936172573444,1.35475554601004,0.737503670617438,0.731387558552322,0.478936709489512,0.849738851697128,0.886807414490173,0.917429609233717,0.422659728519529,1,2,2,1,0,4,2,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"77",77,35,1,1,7239,33,4,2,0.774859365420779,0.590759884303404,1.16008411630979,1.63985203816824,1.34717227378494,0.679005253113991,0.739125998312742,1.6791305720657,0.81306465313229,0.554149271219394,1,3,4,1,1,2,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"78",78,52,1,1,2192,24,5,2,0.397004849768627,0.801549773777068,0.896860968492102,0.719044625440109,1.33368293074717,0.430733313755318,0.659708665877565,0.907054319963401,1.07934937776772,0.404161647747267,1,4,3,1,0,4,3,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"79",79,24,2,1,861,12,5,1,0.569618557086863,0.504212275285456,0.946044044441278,1.38933319305538,1.04963069612415,1.32407439632345,0.717614982335373,0.666061774263929,1.18923604188943,0.735085156429746,1,4,3,1,0,4,2,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"80",80,24,2,1,3156,24,3,1,0.386217036166645,0.623822720334498,1.16604196189292,1.29640384671454,1.04250336169156,0.95325274022842,1.23418956469969,0.666385625040081,1.18024563423843,0.410819710344138,1,2,2,1,0,2,2,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
